sku,category,grossValue,maker,name,quantity,highPrecisionQuantity,branchName
SKU47724,Toys,88.32,BrandC,Headphones,54,225,South Branch
SKU12369,Clothing,775,BrandC,Running Shoes,87,480,Main Warehouse
SKU30160,Kitchen,299.4,BrandE,Desk Lamp,68,297,Secondary Warehouse
SKU44810,Kitchen,97.12,BrandE,Gaming Console,6,279,Central Depot
SKU34539,Automotive,806.51,BrandE,Headphones,18,371,Central Depot
SKU11858,Automotive,508.52,BrandE,Desk Lamp,24,14,South Branch
SKU44928,Kitchen,140.1,BrandB,Running Shoes,19,913,Secondary Warehouse
SKU88179,Beauty,441.18,BrandE,Smartphone,89,515,North Branch
SKU77962,Sports,225.94,BrandB,Tablet,88,906,South Branch
SKU69305,Automotive,486.99,BrandA,Blender,98,595,South Branch
SKU85224,Toys,738.12,BrandE,Tablet,54,649,Secondary Warehouse
SKU22738,Sports,487.45,BrandA,Laptop,26,67,North Branch
SKU60181,Clothing,786.11,BrandC,Running Shoes,72,503,North Branch
SKU11111,Automotive,21.23,BrandD,Office Chair,63,936,Central Depot
SKU72814,Automotive,733.23,BrandA,Wireless Earbuds,70,644,North Branch
SKU66718,Automotive,459.59,BrandD,Running Shoes,36,832,Central Depot
SKU22243,Furniture,258.51,BrandA,Blender,60,187,Secondary Warehouse
SKU41335,Sports,44.75,BrandB,Desk Lamp,29,909,Main Warehouse
SKU18938,Clothing,136.21,BrandE,Wireless Earbuds,41,133,Main Warehouse
SKU55820,Automotive,93.78,BrandC,Office Chair,13,796,Main Warehouse
SKU81223,Clothing,478.96,BrandC,Tablet,46,25,South Branch
SKU28180,Beauty,815.68,BrandE,Gaming Console,100,646,Secondary Warehouse
SKU24581,Sports,721.04,BrandC,Blender,92,36,North Branch
SKU71898,Kitchen,283.48,BrandC,Running Shoes,86,261,South Branch
SKU41399,Furniture,399.68,BrandA,Blender,2,991,South Branch
SKU81636,Sports,254.2,BrandA,Laptop,80,919,North Branch
SKU53172,Furniture,383.2,BrandA,Running Shoes,82,837,South Branch
SKU76014,Furniture,281.54,BrandD,Office Chair,39,413,Central Depot
SKU34915,Furniture,536.59,BrandD,Desk Lamp,78,185,Secondary Warehouse
SKU18230,Furniture,902.08,BrandD,Headphones,39,361,Main Warehouse
SKU16393,Beauty,509.61,BrandE,Smartphone,20,46,Main Warehouse
SKU76431,Electronics,951.87,BrandD,Smartphone,21,289,South Branch
SKU87325,Clothing,306.84,BrandE,Desk Lamp,91,227,North Branch
SKU62927,Electronics,870.97,BrandD,Smartphone,51,777,Secondary Warehouse
SKU74389,Electronics,244.06,BrandA,Headphones,25,863,North Branch
SKU19356,Sports,113.13,BrandB,Office Chair,82,610,South Branch
SKU96690,Kitchen,890.16,BrandC,Desk Lamp,2,345,Central Depot
SKU44999,Kitchen,194.19,BrandD,Gaming Console,75,536,North Branch
SKU39242,Furniture,776.92,BrandE,Gaming Console,29,879,Secondary Warehouse
SKU97080,Toys,877.49,BrandB,Office Chair,98,644,Secondary Warehouse
SKU23627,Clothing,505.4,BrandB,Desk Lamp,65,335,Secondary Warehouse
SKU92397,Toys,984.64,BrandA,Gaming Console,68,694,Central Depot
SKU58220,Toys,221.37,BrandB,Desk Lamp,46,707,Central Depot
SKU56955,Beauty,936.65,BrandA,Smartphone,26,139,Secondary Warehouse
SKU63470,Kitchen,667.51,BrandD,Laptop,19,271,Secondary Warehouse
SKU57043,Electronics,266.11,BrandE,Wireless Earbuds,13,366,Secondary Warehouse
SKU34980,Electronics,501.94,BrandB,Laptop,62,790,Main Warehouse
SKU78833,Clothing,511.55,BrandB,Desk Lamp,4,658,South Branch
SKU40771,Kitchen,742.54,BrandC,Tablet,79,25,North Branch
SKU38412,Automotive,774.7,BrandA,Office Chair,16,697,Central Depot
SKU77055,Clothing,113.15,BrandC,Smartphone,97,319,Central Depot
SKU52204,Sports,279.11,BrandC,Smartphone,86,942,North Branch
SKU36006,Electronics,139.85,BrandE,Smartphone,50,138,Central Depot
SKU36899,Toys,354.52,BrandE,Wireless Earbuds,18,797,Secondary Warehouse
SKU53759,Furniture,229.41,BrandB,Blender,82,786,Central Depot
SKU47983,Furniture,604.66,BrandA,Gaming Console,33,740,Central Depot
SKU26867,Beauty,574.25,BrandA,Running Shoes,64,824,South Branch
SKU92827,Automotive,325.11,BrandD,Desk Lamp,69,963,North Branch
SKU88210,Furniture,682.05,BrandC,Gaming Console,71,746,South Branch
SKU18418,Furniture,885.61,BrandE,Running Shoes,26,942,South Branch
SKU54076,Electronics,69.78,BrandB,Gaming Console,85,137,Central Depot
SKU45195,Furniture,513.25,BrandC,Headphones,40,584,South Branch
SKU55034,Electronics,978.28,BrandA,Running Shoes,55,9,Main Warehouse
SKU74852,Kitchen,660.08,BrandD,Desk Lamp,78,757,North Branch
SKU82939,Electronics,908.4,BrandC,Headphones,72,297,Secondary Warehouse
SKU48236,Furniture,82.37,BrandA,Office Chair,1,596,Secondary Warehouse
SKU39395,Electronics,65.76,BrandC,Tablet,47,686,Secondary Warehouse
SKU16800,Clothing,562.76,BrandD,Wireless Earbuds,87,178,South Branch
SKU78478,Electronics,753.37,BrandB,Desk Lamp,43,530,Secondary Warehouse
SKU90903,Beauty,351.38,BrandE,Smartphone,98,757,Secondary Warehouse
SKU89841,Automotive,308.95,BrandB,Gaming Console,51,116,Secondary Warehouse
SKU14463,Furniture,278.31,BrandB,Desk Lamp,52,293,South Branch
SKU21909,Electronics,511.27,BrandB,Office Chair,42,380,North Branch
SKU67969,Kitchen,771.48,BrandD,Tablet,63,888,South Branch
SKU66579,Sports,541.5,BrandC,Gaming Console,47,845,South Branch
SKU20533,Beauty,736.39,BrandD,Running Shoes,44,558,Secondary Warehouse
SKU91581,Electronics,643.88,BrandC,Running Shoes,27,172,North Branch
SKU59146,Sports,172.51,BrandE,Desk Lamp,53,571,North Branch
SKU42358,Kitchen,738.59,BrandA,Office Chair,9,908,Secondary Warehouse
SKU28038,Toys,583.01,BrandD,Desk Lamp,86,922,Secondary Warehouse
SKU44228,Furniture,975.18,BrandC,Wireless Earbuds,60,867,Main Warehouse
SKU57946,Automotive,848.85,BrandC,Headphones,77,489,South Branch
SKU64779,Beauty,289.64,BrandE,Tablet,29,147,Main Warehouse
SKU65088,Electronics,550.27,BrandB,Office Chair,47,68,North Branch
SKU74836,Kitchen,607.71,BrandE,Office Chair,17,158,North Branch
SKU72382,Clothing,608.86,BrandA,Blender,44,715,Secondary Warehouse
SKU70163,Electronics,687.44,BrandC,Running Shoes,53,80,South Branch
SKU55213,Electronics,468.42,BrandC,Office Chair,36,752,Secondary Warehouse
SKU89825,Kitchen,190.8,BrandC,Smartphone,68,708,North Branch
SKU10505,Electronics,972.04,BrandE,Gaming Console,22,375,Central Depot
SKU84433,Toys,657.71,BrandB,Smartphone,65,41,North Branch
SKU41243,Sports,359.05,BrandE,Tablet,32,750,South Branch
SKU36998,Sports,730.74,BrandA,Laptop,100,70,Secondary Warehouse
SKU39876,Beauty,753.18,BrandD,Smartphone,27,818,Central Depot
SKU18448,Sports,610.47,BrandA,Laptop,19,148,Main Warehouse
SKU79046,Kitchen,259.79,BrandD,Office Chair,70,509,Main Warehouse
SKU65761,Electronics,61.29,BrandB,Running Shoes,43,791,Secondary Warehouse
SKU47446,Toys,12.35,BrandB,Tablet,27,102,South Branch
SKU58150,Automotive,174.46,BrandE,Gaming Console,85,99,Secondary Warehouse
SKU31750,Furniture,301.61,BrandD,Running Shoes,54,410,Central Depot
SKU97994,Clothing,627.94,BrandE,Desk Lamp,76,112,Main Warehouse
SKU47612,Electronics,735.78,BrandB,Laptop,76,375,Main Warehouse
SKU57072,Beauty,416.12,BrandA,Blender,16,601,North Branch
SKU37012,Electronics,182.45,BrandD,Blender,98,780,Main Warehouse
SKU33306,Furniture,976.2,BrandD,Blender,29,314,North Branch
SKU20483,Automotive,211.59,BrandD,Tablet,72,92,Central Depot
SKU13233,Furniture,226.61,BrandE,Headphones,74,410,North Branch
SKU79773,Toys,118.45,BrandD,Smartphone,43,675,North Branch
SKU26747,Clothing,695.99,BrandE,Headphones,32,698,Central Depot
SKU84472,Electronics,481.56,BrandC,Tablet,25,337,Main Warehouse
SKU42574,Beauty,700.16,BrandA,Wireless Earbuds,74,760,North Branch
SKU16717,Clothing,745.56,BrandC,Gaming Console,97,162,Central Depot
SKU30856,Automotive,201.36,BrandB,Headphones,76,96,North Branch
SKU48691,Sports,410.34,BrandB,Laptop,52,325,Central Depot
SKU85404,Clothing,496.44,BrandD,Gaming Console,4,95,Secondary Warehouse
SKU97144,Kitchen,425.9,BrandA,Wireless Earbuds,17,806,Main Warehouse
SKU17232,Kitchen,456.54,BrandE,Headphones,48,202,Secondary Warehouse
SKU40444,Clothing,183.42,BrandB,Blender,91,463,Secondary Warehouse
SKU78407,Toys,214.89,BrandB,Desk Lamp,4,147,Central Depot
SKU25827,Electronics,338.65,BrandC,Tablet,8,352,Main Warehouse
SKU68508,Clothing,341.03,BrandC,Laptop,3,124,Secondary Warehouse
SKU90923,Toys,453.4,BrandD,Laptop,5,674,North Branch
SKU60741,Furniture,751.12,BrandE,Office Chair,29,596,North Branch
SKU64344,Beauty,505.14,BrandD,Running Shoes,93,392,South Branch
SKU71260,Toys,449.29,BrandA,Office Chair,22,565,Central Depot
SKU14382,Toys,289.34,BrandE,Desk Lamp,16,922,Central Depot
SKU86126,Clothing,918.57,BrandB,Smartphone,85,608,North Branch
SKU67203,Beauty,639.28,BrandC,Running Shoes,44,326,North Branch
SKU98558,Clothing,127.83,BrandD,Headphones,95,384,North Branch
SKU28621,Kitchen,833.16,BrandA,Tablet,24,537,Secondary Warehouse
SKU26262,Toys,494.49,BrandE,Running Shoes,90,822,North Branch
SKU18845,Electronics,655.46,BrandD,Desk Lamp,21,421,Secondary Warehouse
SKU90405,Kitchen,60.52,BrandE,Blender,19,360,North Branch
SKU77990,Kitchen,202.88,BrandC,Blender,49,755,North Branch
SKU91842,Clothing,383.75,BrandA,Office Chair,34,589,North Branch
SKU26429,Automotive,850.9,BrandC,Wireless Earbuds,43,246,South Branch
SKU70642,Clothing,76.02,BrandE,Desk Lamp,41,1,Secondary Warehouse
SKU21472,Beauty,914.15,BrandE,Blender,88,241,Central Depot
SKU20538,Beauty,618.38,BrandE,Headphones,82,647,South Branch
SKU80883,Furniture,158.74,BrandC,Desk Lamp,80,849,Secondary Warehouse
SKU29436,Furniture,903.42,BrandD,Blender,60,1,Main Warehouse
SKU58302,Beauty,338.51,BrandD,Smartphone,87,824,Main Warehouse
SKU89064,Electronics,628.25,BrandE,Gaming Console,99,341,Secondary Warehouse
SKU36127,Electronics,947.49,BrandB,Running Shoes,21,104,Secondary Warehouse
SKU21865,Toys,512.53,BrandB,Blender,75,8,Central Depot
SKU78844,Clothing,363.83,BrandB,Wireless Earbuds,95,615,Central Depot
SKU16622,Toys,30.27,BrandB,Running Shoes,54,473,Secondary Warehouse
SKU97915,Electronics,576.36,BrandE,Wireless Earbuds,80,659,North Branch
SKU71018,Automotive,299,BrandA,Tablet,45,117,Secondary Warehouse
SKU72859,Automotive,408.53,BrandA,Blender,28,756,Main Warehouse
SKU93487,Furniture,928.7,BrandD,Wireless Earbuds,46,206,Central Depot
SKU86911,Furniture,655.24,BrandA,Wireless Earbuds,31,579,South Branch
SKU19495,Toys,565.11,BrandB,Wireless Earbuds,98,802,Main Warehouse
SKU12937,Furniture,60.41,BrandD,Running Shoes,64,482,South Branch
SKU54846,Toys,872.37,BrandD,Desk Lamp,7,604,Secondary Warehouse
SKU50770,Automotive,470.58,BrandE,Blender,96,330,North Branch
SKU34847,Toys,170.84,BrandC,Laptop,60,70,Central Depot
SKU19983,Clothing,857.51,BrandB,Wireless Earbuds,98,628,Central Depot
SKU34726,Automotive,487.34,BrandB,Smartphone,79,531,Central Depot
SKU20987,Furniture,501.9,BrandD,Headphones,35,645,North Branch
SKU65376,Toys,785.04,BrandB,Blender,95,823,North Branch
SKU17226,Electronics,664.91,BrandA,Office Chair,54,265,Main Warehouse
SKU42200,Kitchen,85.96,BrandD,Gaming Console,70,536,North Branch
SKU17966,Beauty,594.59,BrandD,Blender,51,728,Secondary Warehouse
SKU87223,Kitchen,612.43,BrandC,Gaming Console,18,255,South Branch
SKU48614,Furniture,632.25,BrandD,Tablet,1,162,Central Depot
SKU88395,Beauty,651.01,BrandA,Laptop,28,690,South Branch
SKU54109,Toys,111.95,BrandB,Blender,27,780,Central Depot
SKU88614,Toys,735.45,BrandE,Laptop,23,326,Secondary Warehouse
SKU70180,Kitchen,132.9,BrandC,Headphones,24,355,Central Depot
SKU73138,Furniture,843.36,BrandB,Blender,83,859,Secondary Warehouse
SKU16377,Furniture,843.38,BrandD,Office Chair,90,319,Central Depot
SKU15545,Automotive,803.48,BrandA,Gaming Console,49,536,Central Depot
SKU33551,Toys,403.88,BrandC,Headphones,67,166,Main Warehouse
SKU22248,Electronics,127.86,BrandE,Gaming Console,44,720,Secondary Warehouse
SKU58765,Kitchen,743.72,BrandD,Wireless Earbuds,69,357,Central Depot
SKU53178,Electronics,143.47,BrandC,Laptop,2,804,South Branch
SKU16267,Beauty,325.36,BrandA,Office Chair,56,181,South Branch
SKU88988,Kitchen,848.77,BrandE,Gaming Console,3,679,South Branch
SKU10624,Clothing,681.28,BrandA,Wireless Earbuds,44,492,North Branch
SKU22307,Sports,137.68,BrandC,Office Chair,48,778,Central Depot
SKU32364,Toys,592.4,BrandA,Blender,4,511,Secondary Warehouse
SKU18316,Clothing,521.27,BrandA,Smartphone,29,295,Secondary Warehouse
SKU75483,Kitchen,79.05,BrandE,Headphones,98,113,Central Depot
SKU60548,Electronics,658.16,BrandC,Headphones,71,199,Main Warehouse
SKU19517,Beauty,578.41,BrandD,Desk Lamp,91,551,North Branch
SKU60026,Sports,948.98,BrandD,Office Chair,38,592,Central Depot
SKU12420,Electronics,418.19,BrandC,Blender,45,300,Main Warehouse
SKU65856,Clothing,888.54,BrandE,Smartphone,95,181,North Branch
SKU44578,Electronics,349.52,BrandA,Headphones,47,219,North Branch
SKU55339,Automotive,391.82,BrandD,Wireless Earbuds,46,319,Central Depot
SKU26633,Toys,848.08,BrandB,Tablet,69,877,Central Depot
SKU35294,Toys,748.59,BrandD,Laptop,12,323,Main Warehouse
SKU15549,Electronics,117.95,BrandD,Office Chair,2,276,South Branch
SKU19790,Beauty,30.07,BrandA,Headphones,57,689,Central Depot
SKU55735,Sports,665.26,BrandC,Smartphone,71,669,Central Depot
SKU45479,Beauty,174.18,BrandB,Tablet,34,923,North Branch
SKU40274,Kitchen,230.27,BrandA,Blender,63,411,Central Depot
SKU24352,Electronics,827.57,BrandE,Gaming Console,55,931,Main Warehouse
SKU77650,Sports,374.18,BrandA,Gaming Console,57,844,South Branch
SKU80334,Toys,959.7,BrandC,Blender,46,914,Central Depot
SKU29389,Automotive,564.18,BrandE,Laptop,56,373,South Branch
SKU16705,Automotive,918.41,BrandE,Laptop,32,562,North Branch
SKU64437,Beauty,349.75,BrandA,Blender,23,255,South Branch
SKU68252,Sports,582.09,BrandE,Wireless Earbuds,70,272,North Branch
SKU76574,Toys,584.41,BrandC,Wireless Earbuds,67,246,South Branch
SKU96237,Kitchen,456.9,BrandB,Smartphone,39,305,Secondary Warehouse
SKU47843,Clothing,884.68,BrandE,Office Chair,2,515,Main Warehouse
SKU58773,Clothing,803.58,BrandA,Desk Lamp,58,972,Central Depot
SKU35185,Sports,82.3,BrandE,Blender,82,532,Secondary Warehouse
SKU55775,Beauty,897.64,BrandE,Blender,33,227,Central Depot
SKU61333,Clothing,394.52,BrandD,Blender,36,182,South Branch
SKU71577,Beauty,313.36,BrandA,Wireless Earbuds,52,73,Central Depot
SKU39762,Sports,675.06,BrandE,Blender,100,660,South Branch
SKU61123,Toys,522.47,BrandD,Running Shoes,54,728,North Branch
SKU87513,Clothing,393.79,BrandE,Office Chair,75,409,Main Warehouse
SKU73434,Furniture,571.52,BrandD,Blender,68,164,North Branch
SKU66823,Sports,605.65,BrandE,Wireless Earbuds,28,731,South Branch
SKU11596,Toys,303.87,BrandA,Desk Lamp,93,528,Central Depot
SKU47613,Sports,799.97,BrandE,Desk Lamp,62,180,Central Depot
SKU68113,Furniture,708.1,BrandE,Laptop,65,134,North Branch
SKU71300,Kitchen,719.53,BrandC,Smartphone,53,258,South Branch
SKU44081,Electronics,159.56,BrandD,Running Shoes,17,440,Secondary Warehouse
SKU87523,Clothing,343.92,BrandC,Blender,28,305,Central Depot
SKU50972,Kitchen,582.08,BrandC,Wireless Earbuds,9,835,Central Depot
SKU49436,Sports,296.59,BrandD,Desk Lamp,7,261,North Branch
SKU39808,Kitchen,797.77,BrandC,Headphones,58,360,South Branch
SKU19661,Beauty,842.81,BrandC,Tablet,84,900,North Branch
SKU48908,Furniture,499.77,BrandC,Desk Lamp,15,842,North Branch
SKU99027,Furniture,663.2,BrandD,Running Shoes,19,731,Main Warehouse
SKU99446,Furniture,639.48,BrandC,Smartphone,17,330,Main Warehouse
SKU67834,Kitchen,409.07,BrandD,Desk Lamp,25,755,South Branch
SKU12259,Electronics,397.4,BrandB,Office Chair,79,736,Main Warehouse
SKU21219,Electronics,11.28,BrandE,Wireless Earbuds,49,822,Central Depot
SKU99704,Furniture,40.62,BrandA,Office Chair,8,332,Central Depot
SKU26149,Toys,323.03,BrandD,Blender,64,908,South Branch
SKU78490,Automotive,410.68,BrandA,Blender,12,135,North Branch
SKU31280,Automotive,551.37,BrandC,Laptop,58,162,Secondary Warehouse
SKU52541,Beauty,628.43,BrandB,Blender,67,736,Main Warehouse
SKU30912,Sports,329.98,BrandB,Running Shoes,64,706,Central Depot
SKU50170,Toys,865.24,BrandA,Tablet,40,935,Secondary Warehouse
SKU82850,Toys,36.99,BrandC,Laptop,26,694,Main Warehouse
SKU14724,Toys,45.57,BrandA,Wireless Earbuds,62,784,Central Depot
SKU68439,Automotive,704.36,BrandA,Running Shoes,71,100,Secondary Warehouse
SKU90852,Kitchen,271.9,BrandC,Headphones,58,611,Secondary Warehouse
SKU21657,Automotive,393.55,BrandD,Blender,93,988,Secondary Warehouse
SKU66352,Beauty,16.12,BrandD,Gaming Console,21,296,South Branch
SKU20661,Sports,28.55,BrandC,Laptop,33,102,Secondary Warehouse
SKU53421,Sports,984.09,BrandB,Smartphone,46,284,Secondary Warehouse
SKU38528,Electronics,417.19,BrandD,Desk Lamp,35,610,Main Warehouse
SKU90851,Automotive,623.04,BrandC,Blender,21,981,Central Depot
SKU93351,Electronics,966.96,BrandE,Headphones,35,20,Secondary Warehouse
SKU40646,Automotive,570.39,BrandE,Desk Lamp,70,308,Secondary Warehouse
SKU81977,Automotive,725.9,BrandE,Office Chair,65,839,South Branch
SKU69816,Toys,52.93,BrandB,Tablet,14,555,South Branch
SKU68738,Electronics,69.45,BrandC,Office Chair,37,962,South Branch
SKU92187,Clothing,438.34,BrandD,Laptop,6,95,North Branch
SKU95444,Kitchen,907.35,BrandC,Running Shoes,40,370,Main Warehouse
SKU73126,Toys,321.38,BrandB,Office Chair,100,70,South Branch
SKU54127,Beauty,59.96,BrandE,Gaming Console,90,385,Main Warehouse
SKU63827,Automotive,458.82,BrandE,Running Shoes,10,929,South Branch
SKU86905,Toys,901.1,BrandA,Office Chair,63,90,North Branch
SKU73512,Toys,365.23,BrandB,Tablet,14,532,Main Warehouse
SKU82392,Electronics,83.09,BrandC,Wireless Earbuds,45,632,Central Depot
SKU82488,Toys,354.35,BrandC,Wireless Earbuds,1,257,Central Depot
SKU47657,Automotive,427.87,BrandC,Running Shoes,78,920,Secondary Warehouse
SKU49777,Kitchen,996.51,BrandA,Desk Lamp,42,825,South Branch
SKU30634,Kitchen,665.52,BrandC,Running Shoes,85,25,North Branch
SKU77229,Furniture,851.73,BrandE,Wireless Earbuds,40,927,Main Warehouse
SKU28464,Beauty,609.48,BrandD,Smartphone,67,817,Main Warehouse
SKU90656,Automotive,114.44,BrandC,Desk Lamp,71,163,Main Warehouse
SKU74914,Sports,10.22,BrandC,Running Shoes,95,410,South Branch
SKU66483,Clothing,502.81,BrandB,Laptop,58,734,South Branch
SKU67928,Kitchen,789.31,BrandC,Headphones,96,691,Central Depot
SKU59148,Beauty,258.13,BrandE,Laptop,1,869,Central Depot
SKU10726,Automotive,82.72,BrandC,Smartphone,81,778,South Branch
SKU39997,Sports,346.55,BrandA,Headphones,9,762,Main Warehouse
SKU92527,Beauty,814.63,BrandE,Smartphone,32,394,Main Warehouse
SKU47720,Beauty,502.1,BrandE,Blender,45,896,South Branch
SKU11704,Beauty,410.01,BrandB,Gaming Console,13,285,Main Warehouse
SKU80366,Kitchen,482.7,BrandD,Blender,45,763,Central Depot
SKU60900,Beauty,461.03,BrandB,Desk Lamp,36,997,Main Warehouse
SKU85593,Sports,152.52,BrandB,Gaming Console,66,931,North Branch
SKU74166,Electronics,512.28,BrandD,Smartphone,18,642,Main Warehouse
SKU92806,Clothing,740.64,BrandA,Desk Lamp,78,783,Secondary Warehouse
SKU63854,Beauty,348.74,BrandC,Smartphone,21,415,North Branch
SKU76502,Automotive,294.73,BrandD,Office Chair,51,244,Secondary Warehouse
SKU68467,Clothing,480.91,BrandC,Office Chair,67,100,Central Depot
SKU50665,Beauty,488.49,BrandC,Blender,31,383,North Branch
SKU99807,Clothing,883.84,BrandA,Tablet,42,383,South Branch
SKU98497,Kitchen,930.81,BrandA,Gaming Console,4,809,Central Depot
SKU84047,Sports,800.02,BrandA,Tablet,81,124,Secondary Warehouse
SKU74442,Automotive,315.81,BrandB,Headphones,6,272,Secondary Warehouse
SKU17322,Clothing,287.8,BrandC,Running Shoes,69,304,South Branch
SKU38564,Kitchen,71.43,BrandC,Smartphone,60,287,Main Warehouse
SKU57794,Electronics,732.48,BrandA,Laptop,57,274,South Branch
SKU98412,Toys,599.37,BrandB,Smartphone,48,84,North Branch
SKU92687,Electronics,956.58,BrandC,Wireless Earbuds,26,309,Secondary Warehouse
SKU54302,Clothing,324.05,BrandC,Gaming Console,37,163,South Branch
SKU71635,Beauty,73.99,BrandE,Tablet,64,872,Main Warehouse
SKU25325,Toys,129.17,BrandE,Tablet,76,579,North Branch
SKU83169,Automotive,43.38,BrandD,Headphones,15,453,South Branch
SKU65653,Clothing,611.4,BrandC,Wireless Earbuds,35,717,Main Warehouse
SKU53702,Toys,811.44,BrandA,Laptop,12,994,Main Warehouse
SKU93937,Furniture,746.86,BrandA,Blender,20,730,Secondary Warehouse
SKU80724,Automotive,352.56,BrandA,Desk Lamp,74,953,North Branch
SKU23263,Toys,726.33,BrandB,Running Shoes,33,926,Main Warehouse
SKU40726,Kitchen,660.69,BrandB,Wireless Earbuds,34,368,Secondary Warehouse
SKU60590,Electronics,814.13,BrandC,Desk Lamp,33,342,South Branch
SKU52028,Clothing,980.27,BrandB,Office Chair,5,918,North Branch
