id,key,value
6031,PriorityCustomer,Yes
6032,DiscountApplied,20%
6033,PriorityCustomer,No
6034,SpecialOffer,SummerSale2024
6035,SpecialOffer,SummerSale2024
6036,DiscountApplied,10%
6037,DiscountApplied,20%
6038,SpecialOffer,SummerSale2024
6039,DiscountApplied,40%
6040,DiscountApplied,20%
6041,DiscountApplied,40%
6042,MembershipLevel,Bronze
6043,DiscountApplied,20%
6044,MembershipLevel,Gold
6045,DiscountApplied,10%
6046,MembershipLevel,Gold
6047,SpecialOffer,HolidaySale2024
6048,PriorityCustomer,No
6049,PriorityCustomer,Yes
6050,PriorityCustomer,Yes
6051,MembershipLevel,Silver
6052,DiscountApplied,10%
6053,MembershipLevel,Silver
6054,SpecialOffer,SpringSale2024
6055,SpecialOffer,SummerSale2024
6056,SpecialOffer,WinterSale2024
6057,SpecialOffer,WinterSale2024
6058,DiscountApplied,30%
6059,PriorityCustomer,No
6060,MembershipLevel,Bronze
6061,SpecialOffer,HolidaySale2024
6062,PriorityCustomer,No
6063,DiscountApplied,30%
6064,MembershipLevel,Bronze
6065,MembershipLevel,Bronze
6066,PriorityCustomer,Yes
6067,PriorityCustomer,No
6068,PriorityCustomer,No
6069,DiscountApplied,30%
6070,PriorityCustomer,Yes
6071,SpecialOffer,SummerSale2024
6072,SpecialOffer,WinterSale2024
6073,PriorityCustomer,Yes
6074,MembershipLevel,Silver
6075,SpecialOffer,HolidaySale2024
6076,PriorityCustomer,No
6077,SpecialOffer,SummerSale2024
6078,SpecialOffer,SummerSale2024
6079,PriorityCustomer,No
6080,PriorityCustomer,Yes
6081,SpecialOffer,SpringSale2024
6082,MembershipLevel,Bronze
6083,MembershipLevel,Silver
6084,DiscountApplied,40%
6085,SpecialOffer,WinterSale2024
6086,MembershipLevel,Gold
6087,MembershipLevel,Gold
6088,SpecialOffer,SummerSale2024
6089,SpecialOffer,SummerSale2024
6090,SpecialOffer,HolidaySale2024
6091,PriorityCustomer,Yes
6092,PriorityCustomer,No
6093,MembershipLevel,Gold
6094,PriorityCustomer,Yes
6095,DiscountApplied,20%
6096,DiscountApplied,20%
6097,PriorityCustomer,No
6098,SpecialOffer,HolidaySale2024
6099,MembershipLevel,Gold
6100,DiscountApplied,20%
6101,PriorityCustomer,Yes
6102,PriorityCustomer,Yes
6103,SpecialOffer,SummerSale2024
6104,PriorityCustomer,No
6105,PriorityCustomer,Yes
6106,PriorityCustomer,No
6107,PriorityCustomer,Yes
6108,DiscountApplied,40%
6109,SpecialOffer,SummerSale2024
6110,SpecialOffer,SummerSale2024
6111,PriorityCustomer,Yes
6112,MembershipLevel,Silver
6113,DiscountApplied,40%
6114,DiscountApplied,30%
6115,PriorityCustomer,Yes
6116,SpecialOffer,WinterSale2024
6117,SpecialOffer,SummerSale2024
6118,DiscountApplied,10%
6119,DiscountApplied,30%
6120,SpecialOffer,SummerSale2024
6121,DiscountApplied,10%
6122,SpecialOffer,SpringSale2024
6123,SpecialOffer,SummerSale2024
6124,SpecialOffer,HolidaySale2024
6125,MembershipLevel,Platinum
6126,PriorityCustomer,Yes
6127,PriorityCustomer,No
6128,SpecialOffer,HolidaySale2024
6129,PriorityCustomer,No
6130,DiscountApplied,10%
6131,MembershipLevel,Gold
6132,MembershipLevel,Silver
6133,MembershipLevel,Platinum
6134,SpecialOffer,SpringSale2024
6135,PriorityCustomer,Yes
6136,MembershipLevel,Silver
6137,MembershipLevel,Silver
6138,SpecialOffer,HolidaySale2024
6139,DiscountApplied,20%
6140,MembershipLevel,Bronze
6141,MembershipLevel,Silver
6142,DiscountApplied,10%
6143,SpecialOffer,HolidaySale2024
6144,SpecialOffer,WinterSale2024
6145,MembershipLevel,Bronze
6146,DiscountApplied,20%
6147,MembershipLevel,Platinum
6148,MembershipLevel,Silver
6149,DiscountApplied,20%
6150,PriorityCustomer,Yes
6151,SpecialOffer,WinterSale2024
6152,DiscountApplied,10%
6153,PriorityCustomer,No
6154,DiscountApplied,20%
6155,PriorityCustomer,No
6156,SpecialOffer,SpringSale2024
6157,SpecialOffer,SpringSale2024
6158,DiscountApplied,30%
6159,SpecialOffer,SpringSale2024
6160,SpecialOffer,SummerSale2024
6161,MembershipLevel,Silver
6162,MembershipLevel,Bronze
6163,MembershipLevel,Platinum
6164,SpecialOffer,HolidaySale2024
6165,MembershipLevel,Bronze
6166,SpecialOffer,HolidaySale2024
6167,MembershipLevel,Gold
6168,SpecialOffer,SummerSale2024
6169,MembershipLevel,Bronze
6170,MembershipLevel,Silver
6171,MembershipLevel,Platinum
6172,DiscountApplied,10%
6173,SpecialOffer,HolidaySale2024
6174,PriorityCustomer,No
6175,PriorityCustomer,No
6176,SpecialOffer,SpringSale2024
6177,SpecialOffer,HolidaySale2024
6178,SpecialOffer,SpringSale2024
6179,PriorityCustomer,Yes
6180,SpecialOffer,HolidaySale2024
6181,PriorityCustomer,No
6182,PriorityCustomer,Yes
6183,MembershipLevel,Bronze
6184,DiscountApplied,10%
6185,PriorityCustomer,Yes
6186,PriorityCustomer,Yes
6187,DiscountApplied,40%
6188,DiscountApplied,40%
6189,SpecialOffer,SummerSale2024
6190,PriorityCustomer,No
6191,DiscountApplied,40%
6192,DiscountApplied,30%
6193,DiscountApplied,40%
6194,SpecialOffer,SpringSale2024
6195,SpecialOffer,HolidaySale2024
6196,DiscountApplied,40%
6197,MembershipLevel,Gold
6198,MembershipLevel,Platinum
6199,SpecialOffer,WinterSale2024
6200,MembershipLevel,Platinum
6201,DiscountApplied,30%
6202,SpecialOffer,SummerSale2024
6203,SpecialOffer,HolidaySale2024
6204,DiscountApplied,30%
6205,MembershipLevel,Bronze
6206,MembershipLevel,Silver
6207,DiscountApplied,20%
6208,DiscountApplied,40%
6209,MembershipLevel,Bronze
6210,DiscountApplied,30%
6211,DiscountApplied,10%
6212,MembershipLevel,Silver
6213,SpecialOffer,SummerSale2024
6214,PriorityCustomer,Yes
6215,PriorityCustomer,Yes
6216,MembershipLevel,Platinum
6217,PriorityCustomer,No
6218,DiscountApplied,40%
6219,SpecialOffer,SummerSale2024
6220,MembershipLevel,Bronze
6221,DiscountApplied,30%
6222,DiscountApplied,20%
6223,SpecialOffer,SpringSale2024
6224,SpecialOffer,HolidaySale2024
6225,SpecialOffer,HolidaySale2024
6226,DiscountApplied,40%
6227,MembershipLevel,Gold
6228,PriorityCustomer,Yes
6229,PriorityCustomer,Yes
6230,MembershipLevel,Gold
6231,DiscountApplied,10%
6232,SpecialOffer,WinterSale2024
6233,DiscountApplied,10%
6234,DiscountApplied,20%
6235,MembershipLevel,Platinum
6236,DiscountApplied,10%
6237,MembershipLevel,Platinum
6238,DiscountApplied,10%
6239,DiscountApplied,40%
6240,MembershipLevel,Silver
6241,SpecialOffer,SpringSale2024
6242,PriorityCustomer,No
6243,DiscountApplied,30%
6244,SpecialOffer,WinterSale2024
6245,SpecialOffer,SpringSale2024
6246,DiscountApplied,30%
6247,DiscountApplied,40%
6248,SpecialOffer,SpringSale2024
6249,PriorityCustomer,No
6250,DiscountApplied,20%
6251,DiscountApplied,30%
6252,MembershipLevel,Bronze
6253,DiscountApplied,20%
6254,SpecialOffer,HolidaySale2024
6255,MembershipLevel,Silver
6256,MembershipLevel,Silver
6257,SpecialOffer,WinterSale2024
6258,MembershipLevel,Gold
6259,MembershipLevel,Gold
6260,MembershipLevel,Bronze
6261,PriorityCustomer,Yes
6262,MembershipLevel,Platinum
6263,PriorityCustomer,No
6264,DiscountApplied,20%
6265,DiscountApplied,40%
6266,SpecialOffer,SpringSale2024
6267,PriorityCustomer,Yes
6268,PriorityCustomer,No
6269,PriorityCustomer,Yes
6270,PriorityCustomer,Yes
6271,MembershipLevel,Gold
6272,DiscountApplied,40%
6273,PriorityCustomer,No
6274,MembershipLevel,Bronze
6275,DiscountApplied,30%
6276,DiscountApplied,10%
6277,SpecialOffer,SpringSale2024
6278,MembershipLevel,Bronze
6279,DiscountApplied,10%
6280,SpecialOffer,HolidaySale2024
6281,SpecialOffer,SummerSale2024
6282,MembershipLevel,Gold
6283,PriorityCustomer,Yes
6284,SpecialOffer,HolidaySale2024
6285,SpecialOffer,SummerSale2024
6286,MembershipLevel,Platinum
6287,MembershipLevel,Platinum
6288,PriorityCustomer,Yes
6289,DiscountApplied,10%
6290,MembershipLevel,Platinum
6291,DiscountApplied,20%
6292,MembershipLevel,Silver
6293,MembershipLevel,Silver
6294,DiscountApplied,10%
6295,MembershipLevel,Platinum
6296,SpecialOffer,WinterSale2024
6297,DiscountApplied,30%
6298,DiscountApplied,30%
6299,DiscountApplied,30%
6300,DiscountApplied,30%
6301,SpecialOffer,WinterSale2024
6302,DiscountApplied,10%
6303,PriorityCustomer,Yes
6304,MembershipLevel,Platinum
6305,MembershipLevel,Bronze
6306,MembershipLevel,Platinum
6307,DiscountApplied,20%
6308,DiscountApplied,30%
6309,PriorityCustomer,No
6310,DiscountApplied,40%
6311,DiscountApplied,10%
6312,SpecialOffer,WinterSale2024
6313,PriorityCustomer,No
6314,MembershipLevel,Platinum
6315,PriorityCustomer,No
6316,SpecialOffer,WinterSale2024
6317,DiscountApplied,30%
6318,MembershipLevel,Silver
6319,SpecialOffer,SpringSale2024
6320,MembershipLevel,Silver
6321,DiscountApplied,30%
6322,DiscountApplied,30%
6323,DiscountApplied,10%
6324,PriorityCustomer,No
6325,SpecialOffer,HolidaySale2024
6326,SpecialOffer,HolidaySale2024
6327,MembershipLevel,Gold
6328,DiscountApplied,10%
6329,PriorityCustomer,No
6330,PriorityCustomer,Yes
6331,PriorityCustomer,Yes
6332,MembershipLevel,Silver
6333,PriorityCustomer,Yes
6334,PriorityCustomer,No
6335,SpecialOffer,WinterSale2024
6336,DiscountApplied,10%
6337,PriorityCustomer,No
6338,DiscountApplied,10%
6339,MembershipLevel,Bronze
6340,PriorityCustomer,Yes
6341,MembershipLevel,Bronze
6342,MembershipLevel,Gold
6343,PriorityCustomer,Yes
6344,PriorityCustomer,Yes
6345,DiscountApplied,40%
6346,DiscountApplied,10%
6347,PriorityCustomer,Yes
6348,PriorityCustomer,Yes
6349,MembershipLevel,Gold
6350,PriorityCustomer,Yes
6351,DiscountApplied,10%
6352,SpecialOffer,HolidaySale2024
6353,PriorityCustomer,Yes
6354,PriorityCustomer,No
6355,MembershipLevel,Platinum
6356,MembershipLevel,Bronze
6357,SpecialOffer,SummerSale2024
6358,MembershipLevel,Platinum
6359,MembershipLevel,Bronze
6360,SpecialOffer,SummerSale2024
6361,DiscountApplied,20%
6362,MembershipLevel,Silver
6363,SpecialOffer,SpringSale2024
6364,DiscountApplied,30%
6365,MembershipLevel,Bronze
6366,PriorityCustomer,Yes
6367,MembershipLevel,Platinum
6368,DiscountApplied,20%
6369,MembershipLevel,Gold
6370,SpecialOffer,SpringSale2024
6371,DiscountApplied,40%
6372,SpecialOffer,SummerSale2024
6373,MembershipLevel,Silver
6374,DiscountApplied,30%
6375,MembershipLevel,Gold
6376,DiscountApplied,10%
6377,PriorityCustomer,No
6378,SpecialOffer,SpringSale2024
6379,DiscountApplied,10%
6380,PriorityCustomer,No
6381,PriorityCustomer,Yes
6382,SpecialOffer,SummerSale2024
6383,SpecialOffer,HolidaySale2024
6384,PriorityCustomer,No
6385,PriorityCustomer,Yes
6386,SpecialOffer,SummerSale2024
6387,DiscountApplied,20%
6388,MembershipLevel,Gold
6389,DiscountApplied,10%
6390,PriorityCustomer,Yes
6391,DiscountApplied,30%
6392,PriorityCustomer,No
6393,DiscountApplied,20%
6394,SpecialOffer,HolidaySale2024
6395,SpecialOffer,SummerSale2024
6396,DiscountApplied,10%
6397,MembershipLevel,Gold
6398,DiscountApplied,20%
6399,SpecialOffer,SummerSale2024
6400,PriorityCustomer,Yes
6401,SpecialOffer,SpringSale2024
6402,PriorityCustomer,No
6403,DiscountApplied,30%
6404,MembershipLevel,Bronze
6405,SpecialOffer,SummerSale2024
6406,DiscountApplied,10%
6407,SpecialOffer,HolidaySale2024
6408,PriorityCustomer,No
6409,PriorityCustomer,No
6410,SpecialOffer,WinterSale2024
6411,DiscountApplied,20%
6412,DiscountApplied,10%
6413,SpecialOffer,WinterSale2024
6414,DiscountApplied,20%
6415,SpecialOffer,SummerSale2024
6416,PriorityCustomer,Yes
6417,PriorityCustomer,No
6418,SpecialOffer,SpringSale2024
6419,SpecialOffer,SpringSale2024
6420,PriorityCustomer,No
6421,PriorityCustomer,No
6422,PriorityCustomer,No
6423,PriorityCustomer,No
6424,SpecialOffer,SpringSale2024
6425,PriorityCustomer,Yes
6426,PriorityCustomer,No
6427,SpecialOffer,WinterSale2024
6428,MembershipLevel,Silver
6429,DiscountApplied,40%
6430,DiscountApplied,10%
6431,SpecialOffer,WinterSale2024
6432,SpecialOffer,WinterSale2024
6433,SpecialOffer,WinterSale2024
6434,PriorityCustomer,Yes
6435,DiscountApplied,20%
6436,DiscountApplied,30%
6437,SpecialOffer,WinterSale2024
6438,DiscountApplied,10%
6439,SpecialOffer,WinterSale2024
6440,PriorityCustomer,No
6441,PriorityCustomer,No
6442,DiscountApplied,30%
6443,MembershipLevel,Silver
6444,MembershipLevel,Silver
6445,MembershipLevel,Platinum
6446,SpecialOffer,WinterSale2024
6447,PriorityCustomer,No
6448,SpecialOffer,SpringSale2024
6449,SpecialOffer,SpringSale2024
6450,MembershipLevel,Gold
6451,PriorityCustomer,No
6452,MembershipLevel,Gold
6453,PriorityCustomer,No
6454,SpecialOffer,SpringSale2024
6455,SpecialOffer,SummerSale2024
6456,SpecialOffer,SpringSale2024
6457,MembershipLevel,Bronze
6458,PriorityCustomer,No
6459,DiscountApplied,20%
6460,PriorityCustomer,No
6461,DiscountApplied,30%
6462,MembershipLevel,Silver
6463,DiscountApplied,20%
6464,PriorityCustomer,Yes
6465,DiscountApplied,20%
6466,PriorityCustomer,No
6467,SpecialOffer,HolidaySale2024
6468,PriorityCustomer,Yes
6469,MembershipLevel,Bronze
6470,PriorityCustomer,Yes
6471,MembershipLevel,Gold
6472,MembershipLevel,Platinum
6473,MembershipLevel,Platinum
6474,PriorityCustomer,No
6475,MembershipLevel,Silver
6476,PriorityCustomer,Yes
6477,DiscountApplied,20%
6478,PriorityCustomer,No
6479,DiscountApplied,40%
6480,MembershipLevel,Bronze
6481,SpecialOffer,SpringSale2024
6482,MembershipLevel,Platinum
6483,SpecialOffer,SummerSale2024
6484,DiscountApplied,40%
6485,MembershipLevel,Bronze
6486,SpecialOffer,WinterSale2024
6487,PriorityCustomer,No
6488,SpecialOffer,WinterSale2024
6489,MembershipLevel,Gold
6490,SpecialOffer,WinterSale2024
6491,SpecialOffer,SpringSale2024
6492,SpecialOffer,SummerSale2024
6493,MembershipLevel,Bronze
6494,MembershipLevel,Gold
6495,DiscountApplied,10%
6496,DiscountApplied,40%
6497,SpecialOffer,WinterSale2024
6498,PriorityCustomer,No
6499,MembershipLevel,Platinum
6500,MembershipLevel,Bronze
6501,PriorityCustomer,Yes
6502,DiscountApplied,30%
6503,PriorityCustomer,Yes
6504,MembershipLevel,Platinum
6505,MembershipLevel,Gold
6506,MembershipLevel,Bronze
6507,SpecialOffer,SummerSale2024
6508,SpecialOffer,HolidaySale2024
6509,DiscountApplied,10%
6510,PriorityCustomer,No
6511,PriorityCustomer,No
6512,SpecialOffer,SpringSale2024
6513,MembershipLevel,Bronze
6514,DiscountApplied,10%
6515,MembershipLevel,Gold
6516,SpecialOffer,HolidaySale2024
6517,PriorityCustomer,No
6518,PriorityCustomer,No
6519,PriorityCustomer,Yes
6520,SpecialOffer,SummerSale2024
6521,DiscountApplied,20%
6522,DiscountApplied,40%
6523,SpecialOffer,SpringSale2024
6524,MembershipLevel,Bronze
6525,PriorityCustomer,No
6526,MembershipLevel,Bronze
6527,DiscountApplied,30%
6528,MembershipLevel,Platinum
6529,SpecialOffer,SummerSale2024
6530,DiscountApplied,10%
6531,MembershipLevel,Silver
6532,MembershipLevel,Bronze
6533,DiscountApplied,40%
6534,SpecialOffer,WinterSale2024
6535,PriorityCustomer,Yes
6536,SpecialOffer,HolidaySale2024
6537,MembershipLevel,Platinum
6538,SpecialOffer,HolidaySale2024
6539,SpecialOffer,SummerSale2024
6540,SpecialOffer,SpringSale2024
6541,SpecialOffer,WinterSale2024
6542,DiscountApplied,20%
6543,DiscountApplied,40%
6544,SpecialOffer,HolidaySale2024
6545,DiscountApplied,40%
6546,DiscountApplied,10%
6547,PriorityCustomer,Yes
6548,MembershipLevel,Platinum
6549,DiscountApplied,30%
6550,MembershipLevel,Bronze
6551,SpecialOffer,WinterSale2024
6552,PriorityCustomer,Yes
6553,MembershipLevel,Silver
6554,DiscountApplied,30%
6555,MembershipLevel,Platinum
6556,SpecialOffer,WinterSale2024
6557,SpecialOffer,HolidaySale2024
6558,PriorityCustomer,No
6559,SpecialOffer,SummerSale2024
6560,DiscountApplied,30%
6561,DiscountApplied,10%
6562,PriorityCustomer,Yes
6563,MembershipLevel,Gold
6564,MembershipLevel,Gold
6565,PriorityCustomer,No
6566,PriorityCustomer,No
6567,DiscountApplied,20%
6568,PriorityCustomer,No
6569,PriorityCustomer,Yes
6570,DiscountApplied,10%
6571,PriorityCustomer,Yes
6572,SpecialOffer,SpringSale2024
6573,MembershipLevel,Bronze
6574,PriorityCustomer,No
6575,MembershipLevel,Platinum
6576,DiscountApplied,20%
6577,PriorityCustomer,Yes
6578,SpecialOffer,SpringSale2024
6579,SpecialOffer,SpringSale2024
6580,SpecialOffer,SpringSale2024
6581,DiscountApplied,40%
6582,MembershipLevel,Silver
6583,SpecialOffer,SpringSale2024
6584,DiscountApplied,10%
6585,MembershipLevel,Bronze
6586,DiscountApplied,10%
6587,DiscountApplied,30%
6588,SpecialOffer,HolidaySale2024
6589,DiscountApplied,40%
6590,SpecialOffer,SummerSale2024
6591,SpecialOffer,WinterSale2024
6592,MembershipLevel,Gold
6593,DiscountApplied,10%
6594,PriorityCustomer,Yes
6595,DiscountApplied,30%
6596,MembershipLevel,Bronze
6597,DiscountApplied,30%
6598,MembershipLevel,Gold
6599,SpecialOffer,SummerSale2024
6600,PriorityCustomer,Yes
6601,PriorityCustomer,No
6602,MembershipLevel,Gold
6603,MembershipLevel,Platinum
6604,DiscountApplied,10%
6605,MembershipLevel,Gold
6606,DiscountApplied,30%
6607,PriorityCustomer,No
6608,SpecialOffer,SummerSale2024
6609,SpecialOffer,HolidaySale2024
6610,SpecialOffer,HolidaySale2024
6611,SpecialOffer,HolidaySale2024
6612,DiscountApplied,20%
6613,SpecialOffer,HolidaySale2024
6614,SpecialOffer,WinterSale2024
6615,DiscountApplied,40%
6616,DiscountApplied,10%
6617,PriorityCustomer,Yes
6618,MembershipLevel,Gold
6619,DiscountApplied,20%
6620,SpecialOffer,WinterSale2024
6621,SpecialOffer,WinterSale2024
6622,MembershipLevel,Platinum
6623,DiscountApplied,30%
6624,DiscountApplied,40%
6625,MembershipLevel,Gold
6626,PriorityCustomer,Yes
6627,SpecialOffer,HolidaySale2024
6628,PriorityCustomer,No
6629,MembershipLevel,Gold
6630,MembershipLevel,Bronze
6631,PriorityCustomer,No
6632,MembershipLevel,Silver
6633,PriorityCustomer,No
6634,MembershipLevel,Bronze
6635,SpecialOffer,SummerSale2024
6636,SpecialOffer,SpringSale2024
6637,DiscountApplied,40%
6638,DiscountApplied,30%
6639,PriorityCustomer,Yes
6640,SpecialOffer,SummerSale2024
6641,MembershipLevel,Platinum
6642,PriorityCustomer,No
6643,DiscountApplied,20%
6644,DiscountApplied,40%
6645,DiscountApplied,40%
6646,MembershipLevel,Gold
6647,DiscountApplied,40%
6648,SpecialOffer,WinterSale2024
6649,SpecialOffer,HolidaySale2024
6650,PriorityCustomer,No
6651,PriorityCustomer,Yes
6652,MembershipLevel,Platinum
6653,PriorityCustomer,Yes
6654,DiscountApplied,20%
6655,SpecialOffer,WinterSale2024
6656,DiscountApplied,30%
6657,PriorityCustomer,No
6658,SpecialOffer,WinterSale2024
6659,SpecialOffer,WinterSale2024
6660,PriorityCustomer,No
6661,SpecialOffer,SpringSale2024
6662,DiscountApplied,40%
6663,PriorityCustomer,Yes
6664,PriorityCustomer,No
6665,SpecialOffer,SummerSale2024
6666,MembershipLevel,Silver
6667,DiscountApplied,10%
6668,SpecialOffer,WinterSale2024
6669,MembershipLevel,Silver
6670,MembershipLevel,Bronze
6671,PriorityCustomer,No
6672,MembershipLevel,Platinum
6673,MembershipLevel,Gold
6674,DiscountApplied,30%
6675,DiscountApplied,10%
6676,PriorityCustomer,Yes
6677,SpecialOffer,SummerSale2024
6678,PriorityCustomer,Yes
6679,DiscountApplied,10%
6680,MembershipLevel,Silver
6681,DiscountApplied,40%
6682,DiscountApplied,10%
6683,SpecialOffer,HolidaySale2024
6684,DiscountApplied,40%
6685,DiscountApplied,20%
6686,MembershipLevel,Gold
6687,PriorityCustomer,Yes
6688,MembershipLevel,Bronze
6689,MembershipLevel,Bronze
6690,PriorityCustomer,Yes
6691,MembershipLevel,Silver
6692,PriorityCustomer,No
6693,DiscountApplied,30%
6694,DiscountApplied,40%
6695,SpecialOffer,SummerSale2024
6696,MembershipLevel,Bronze
6697,SpecialOffer,WinterSale2024
6698,MembershipLevel,Silver
6699,MembershipLevel,Bronze
6700,MembershipLevel,Bronze
6701,PriorityCustomer,Yes
6702,MembershipLevel,Gold
6703,PriorityCustomer,No
6704,SpecialOffer,HolidaySale2024
6705,PriorityCustomer,Yes
6706,SpecialOffer,WinterSale2024
6707,DiscountApplied,10%
